year,district,region,season,crop,area_hectares,rainfall_mm,temperature_c,humidity_pct,soil_ph,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,fertilizer_kg_ha,yield_tonnes_ha,production_tonnes
2009,Thane,Konkan,Kharif,Gram,1872.36,1894.07,29.36,41.3,6.05,40.79,40.5,10.0,50.0,0.2,374.47
2024,Nashik,Western Maharashtra,Kharif,Onion,984.29,1050.64,22.15,76.23,6.44,81.54,37.57,10.0,50.0,14.858,14624.35
2024,Washim,Vidarbha,Kharif,Onion,535.55,550.37,29.13,65.35,8.01,74.36,35.42,29.23,50.0,3.106,1663.31
2024,Solapur,Western Maharashtra,Rabi,Jowar,712.41,500.33,28.2,68.61,7.09,37.36,10.83,10.0,50.0,1.11,790.81
2025,Wardha,Vidarbha,Kharif,Jowar,822.19,1226.4,28.96,66.49,6.84,58.5,33.28,27.01,50.0,0.644,529.51
2016,Chandrapur,Vidarbha,Rabi,Bajra,1511.08,1126.06,31.5,54.03,6.78,54.46,24.0,13.63,50.0,0.582,879.36
2003,Sindhudurg,Konkan,Kharif,Cotton,530.36,3538.11,24.96,70.82,5.93,106.36,57.11,28.53,50.0,0.639,339.16
2000,Nanded,Marathwada,Kharif,Onion,509.54,1038.62,28.57,75.07,7.32,102.83,43.59,30.86,50.0,9.71,4947.91
2002,Mumbai Suburban,Konkan,Kharif,Bajra,207.32,2090.32,28.02,71.55,6.99,29.33,22.85,36.39,50.0,0.711,147.31
2005,Yavatmal,Vidarbha,Kharif,Maize,1752.58,780.54,29.38,56.44,7.4,93.13,37.45,21.75,50.0,1.365,2391.96
2009,Nagpur,Vidarbha,Rabi,Rice,217.76,1160.94,27.9,61.02,7.28,119.32,50.13,26.26,68.19,3.052,664.57
2009,Kolhapur,Western Maharashtra,Rabi,Rice,1047.15,1628.28,20.91,63.68,6.37,88.51,63.4,47.22,63.41,1.281,1341.02
2009,Thane,Konkan,Rabi,Onion,917.63,1744.3,28.44,62.41,6.07,87.04,62.73,27.68,50.0,4.779,4385.11
2013,Chandrapur,Vidarbha,Kharif,Bajra,1686.44,945.56,30.29,69.8,6.35,69.52,24.13,19.08,50.0,0.636,1072.99
2023,Hingoli,Marathwada,Rabi,Maize,190.43,612.51,31.75,63.01,7.25,60.88,26.77,34.85,50.0,1.002,190.72
2005,Sangli,Western Maharashtra,Rabi,Maize,228.97,588.41,27.45,71.14,6.69,70.11,33.04,29.93,50.0,2.747,629.0
2007,Nandurbar,Khandesh,Kharif,Sugarcane,937.49,637.97,26.98,67.2,6.83,204.86,53.15,26.8,76.6,58.216,54577.16
2007,Jalna,Marathwada,Rabi,Bajra,1978.67,859.67,26.2,66.5,7.23,40.21,24.44,15.06,50.0,0.6,1186.57
2024,Washim,Vidarbha,Rabi,Soybean,995.27,790.65,27.31,56.19,6.77,91.71,33.44,39.68,50.0,2.361,2350.2
2006,Solapur,Western Maharashtra,Kharif,Rice,1121.0,569.66,30.83,55.92,7.29,111.21,57.68,18.59,50.0,1.662,1862.83
2011,Parbhani,Marathwada,Rabi,Sugarcane,564.72,725.63,27.76,57.41,6.91,179.7,53.44,43.29,75.51,66.974,37821.61
2004,Bhandara,Vidarbha,Kharif,Maize,262.55,1478.92,27.12,52.98,6.66,103.49,32.78,31.95,50.0,1.625,426.68
2025,Ratnagiri,Konkan,Kharif,Sugarcane,892.33,1739.56,23.69,47.44,6.18,174.51,73.99,46.45,65.35,46.52,41511.39
2023,Akola,Vidarbha,Kharif,Maize,734.8,528.75,29.34,67.82,7.07,82.36,39.0,10.0,50.0,1.712,1258.15
2005,Bhandara,Vidarbha,Kharif,Rice,217.82,1065.78,26.15,62.45,6.56,135.59,44.14,32.11,61.61,3.39,738.3
2017,Ratnagiri,Konkan,Kharif,Cotton,784.76,2402.83,26.13,73.74,5.76,72.46,21.98,50.73,50.0,0.45,353.16
2019,Nanded,Marathwada,Rabi,Bajra,562.4,1110.32,25.62,71.77,6.71,28.35,35.2,28.92,50.0,0.581,326.85
2022,Ratnagiri,Konkan,Rabi,Cotton,1404.2,3258.39,25.63,50.34,6.24,106.19,23.02,37.67,50.0,0.814,1143.36
2025,Solapur,Western Maharashtra,Rabi,Onion,1232.92,657.58,26.81,59.38,6.66,106.29,48.26,29.24,50.0,17.118,21104.59
2016,Yavatmal,Vidarbha,Kharif,Onion,1779.51,1342.7,28.22,66.98,7.16,64.84,55.05,12.07,50.0,6.833,12159.83
2018,Amravati,Vidarbha,Kharif,Maize,1217.87,654.84,26.01,71.93,6.86,73.21,29.84,33.2,50.0,2.774,3378.58
2008,Jalna,Marathwada,Kharif,Cotton,985.71,612.88,30.13,68.14,6.86,77.17,36.09,50.71,50.0,1.582,1559.12
2003,Solapur,Western Maharashtra,Kharif,Cotton,1001.05,485.41,28.02,55.96,6.79,101.7,42.53,40.12,50.0,2.069,2071.61
2002,Gadchiroli,Vidarbha,Kharif,Soybean,379.12,1266.75,30.05,77.01,5.92,107.41,25.85,31.77,50.0,0.667,253.04
2011,Beed,Marathwada,Kharif,Soybean,522.6,757.92,28.17,64.6,7.68,78.71,42.32,12.02,50.0,0.83,433.93
2017,Wardha,Vidarbha,Kharif,Wheat,620.12,917.58,30.65,72.44,7.09,67.67,60.75,24.27,50.0,0.314,194.78
2006,Bhandara,Vidarbha,Kharif,Jowar,481.29,1840.41,23.61,62.04,6.68,87.94,30.65,26.87,50.0,0.556,267.83
2006,Parbhani,Marathwada,Kharif,Onion,1882.25,405.26,24.59,50.3,6.71,85.95,43.06,30.73,50.0,16.767,31560.38
2002,Wardha,Vidarbha,Kharif,Wheat,1666.94,866.99,26.77,54.15,7.15,78.59,38.37,17.05,50.0,1.009,1681.97
2014,Sangli,Western Maharashtra,Kharif,Onion,325.47,526.02,23.91,68.32,6.81,73.87,40.41,33.71,50.0,19.12,6222.97
2005,Parbhani,Marathwada,Rabi,Maize,946.55,406.63,28.29,70.18,7.55,112.46,24.8,30.95,50.0,1.111,1052.02
2020,Raigad,Konkan,Rabi,Bajra,1766.76,2994.21,28.76,67.18,6.13,50.33,17.54,25.44,50.0,0.466,823.65
2007,Mumbai Suburban,Konkan,Kharif,Cotton,2656.19,2188.14,26.35,73.82,7.24,90.37,32.07,28.41,50.0,0.771,2048.64
2018,Ratnagiri,Konkan,Rabi,Gram,918.63,2228.01,28.16,55.78,5.32,15.0,14.82,21.37,50.0,0.2,183.73
2016,Ahmednagar,Western Maharashtra,Rabi,Bajra,768.65,460.91,27.06,46.77,7.29,44.78,45.31,14.61,50.0,1.138,875.03
2024,Jalna,Marathwada,Rabi,Cotton,971.73,695.47,26.27,62.05,6.99,124.49,34.1,48.54,50.0,1.754,1704.47
2011,Solapur,Western Maharashtra,Kharif,Sugarcane,450.23,741.91,28.49,78.3,7.52,204.41,59.41,63.68,54.76,38.721,17433.55
2019,Osmanabad,Marathwada,Kharif,Wheat,1771.99,602.22,30.25,66.4,7.89,56.78,42.35,19.45,50.0,0.236,418.31
2005,Dhule,Khandesh,Rabi,Cotton,319.12,544.41,27.76,68.51,7.0,80.54,45.57,34.54,50.0,2.125,678.07
2001,Aurangabad,Marathwada,Kharif,Onion,318.14,625.63,27.53,67.32,6.72,67.39,42.73,18.8,50.0,15.009,4775.05
2000,Latur,Marathwada,Kharif,Wheat,604.55,734.18,25.66,61.11,7.44,78.21,36.1,19.09,50.0,1.236,747.26
2008,Wardha,Vidarbha,Kharif,Onion,560.44,1247.52,29.69,59.22,6.68,78.86,35.49,10.0,50.0,5.73,3211.52
2007,Pune,Western Maharashtra,Rabi,Rice,1523.7,1235.04,26.38,67.84,6.8,123.85,59.35,54.92,50.0,3.803,5795.12
2019,Raigad,Konkan,Rabi,Rice,950.23,3197.19,25.11,66.11,6.0,101.12,65.48,24.4,50.0,1.105,1049.7
2012,Sangli,Western Maharashtra,Rabi,Onion,341.82,480.49,27.34,66.77,7.43,70.02,49.37,10.59,50.0,10.795,3690.08
2017,Gondia,Vidarbha,Rabi,Bajra,883.12,1412.61,23.26,59.77,6.67,70.79,24.29,15.54,50.0,0.367,324.47
2000,Satara,Western Maharashtra,Kharif,Wheat,1027.39,1355.52,27.21,69.63,6.96,70.0,43.47,15.11,50.0,0.695,714.1
2014,Amravati,Vidarbha,Kharif,Cotton,831.71,790.04,28.22,62.46,7.04,79.11,38.7,38.02,50.0,1.846,1535.05
2025,Chandrapur,Vidarbha,Kharif,Wheat,1057.7,1481.34,28.68,81.29,6.63,125.48,42.72,28.06,50.0,0.599,634.03
2019,Aurangabad,Marathwada,Rabi,Rice,656.55,684.2,28.1,55.52,7.35,117.99,48.92,20.68,74.05,1.881,1235.15
2000,Nanded,Marathwada,Rabi,Wheat,1777.15,953.75,28.99,58.67,7.12,66.86,38.8,13.99,50.0,0.545,968.19
2020,Beed,Marathwada,Rabi,Cotton,468.99,702.54,24.13,71.47,7.36,99.41,38.8,18.16,50.0,1.219,571.8
2000,Buldhana,Vidarbha,Rabi,Rice,1769.63,588.62,26.21,48.72,6.6,107.67,55.86,15.83,50.0,2.244,3970.62
2016,Amravati,Vidarbha,Rabi,Wheat,1017.34,680.99,25.74,69.93,6.79,96.57,49.29,20.89,50.0,2.144,2181.56
2021,Bhandara,Vidarbha,Kharif,Wheat,2332.86,1270.4,23.74,72.46,6.66,60.25,57.08,51.81,50.0,1.272,2968.36
2012,Palghar,Konkan,Kharif,Onion,357.15,2429.07,25.7,55.53,6.48,89.23,25.47,14.61,50.0,8.357,2984.82
2013,Satara,Western Maharashtra,Kharif,Onion,1030.02,1163.08,27.5,55.23,7.09,67.21,42.6,23.1,50.0,8.567,8824.15
2015,Nandurbar,Khandesh,Rabi,Jowar,2745.83,780.66,29.53,62.26,6.61,79.49,26.3,24.1,50.0,1.244,3414.73
2014,Hingoli,Marathwada,Kharif,Jowar,1800.28,804.54,30.55,59.17,7.14,23.76,29.61,16.24,50.0,0.898,1617.41
2010,Solapur,Western Maharashtra,Kharif,Soybean,526.75,318.07,25.51,63.36,6.56,58.51,31.0,40.92,50.0,1.565,824.42
2007,Buldhana,Vidarbha,Kharif,Soybean,1273.97,865.28,26.11,57.31,7.02,74.16,30.05,26.65,50.0,1.781,2268.76
2013,Nashik,Western Maharashtra,Kharif,Soybean,1356.45,775.0,26.71,78.99,7.13,84.64,65.89,26.19,50.0,1.618,2195.01
2024,Washim,Vidarbha,Kharif,Jowar,239.83,673.18,27.8,70.12,7.4,62.57,23.3,33.62,50.0,1.112,266.64
2016,Washim,Vidarbha,Kharif,Sugarcane,194.5,840.16,28.12,69.69,7.12,169.89,57.39,35.23,59.63,58.348,11348.76
2014,Yavatmal,Vidarbha,Kharif,Wheat,672.05,941.25,24.63,50.59,6.88,91.46,61.88,34.39,50.0,1.561,1048.98
2004,Nagpur,Vidarbha,Kharif,Soybean,539.85,838.16,27.14,62.34,7.29,57.91,31.55,10.0,50.0,1.211,653.88
2011,Latur,Marathwada,Kharif,Soybean,660.66,785.56,25.46,66.6,6.55,70.45,32.17,23.64,50.0,1.543,1019.36
2017,Ahmednagar,Western Maharashtra,Kharif,Rice,3272.78,549.0,25.66,66.97,6.7,105.52,52.22,32.71,52.92,2.286,7480.14
2010,Jalgaon,Khandesh,Rabi,Rice,1255.68,622.9,24.59,56.26,6.72,94.1,47.04,17.43,55.25,1.949,2446.95
2011,Gondia,Vidarbha,Rabi,Bajra,2801.62,1114.06,26.38,66.97,6.15,70.78,10.0,10.0,50.0,0.528,1478.89
2007,Osmanabad,Marathwada,Kharif,Sugarcane,886.31,336.09,23.05,55.79,7.07,163.41,60.66,36.38,70.2,31.782,28168.28
2000,Nashik,Western Maharashtra,Kharif,Soybean,240.04,925.61,23.35,88.03,6.93,75.71,40.25,42.53,50.0,1.779,426.92
2023,Latur,Marathwada,Kharif,Onion,604.58,836.82,26.07,64.54,6.9,108.88,59.82,20.56,50.0,20.1,12152.2
2003,Ratnagiri,Konkan,Rabi,Onion,424.13,3645.87,25.32,64.93,5.65,90.56,59.41,28.65,50.0,4.25,1802.68
2008,Dhule,Khandesh,Kharif,Soybean,2322.54,613.44,24.39,51.82,6.72,77.37,55.64,36.35,50.0,2.035,4727.31
2008,Thane,Konkan,Kharif,Cotton,550.27,2730.23,29.21,55.14,6.91,57.94,32.77,43.66,50.0,0.945,520.14
2008,Gondia,Vidarbha,Rabi,Onion,958.82,1547.38,27.11,67.69,6.43,76.44,27.88,10.0,50.0,8.023,7692.9
2006,Satara,Western Maharashtra,Rabi,Sugarcane,2753.69,1237.45,24.99,70.32,6.61,199.83,66.36,20.71,61.74,66.566,183300.85
2011,Jalna,Marathwada,Kharif,Cotton,807.58,723.03,24.93,58.68,7.58,95.35,31.96,35.36,50.0,1.104,891.26
2024,Satara,Western Maharashtra,Kharif,Sugarcane,2579.89,931.3,22.01,53.61,7.25,185.77,46.76,16.52,58.79,26.953,69534.84
2009,Latur,Marathwada,Kharif,Soybean,1083.57,529.61,29.56,54.91,7.3,57.79,36.77,24.22,50.0,0.994,1077.09
2004,Bhandara,Vidarbha,Kharif,Wheat,661.87,1353.85,24.33,70.01,6.24,62.23,55.34,10.0,50.0,0.95,628.91
2002,Pune,Western Maharashtra,Kharif,Rice,1155.82,926.32,26.25,54.32,6.74,140.72,71.77,38.61,50.0,3.741,4323.93
2008,Satara,Western Maharashtra,Kharif,Maize,1297.73,1079.92,25.34,58.33,6.04,90.09,36.86,26.69,50.0,2.318,3008.5
2025,Hingoli,Marathwada,Kharif,Wheat,1119.59,1085.34,24.75,70.33,6.72,71.79,44.5,41.17,52.97,1.178,1318.78
2019,Jalna,Marathwada,Kharif,Rice,1464.38,568.33,24.1,71.28,7.54,156.27,41.1,47.5,50.63,1.117,1636.09
2020,Osmanabad,Marathwada,Rabi,Rice,1038.74,742.25,25.82,59.49,7.04,92.21,63.62,44.3,50.0,2.527,2625.11
2017,Nanded,Marathwada,Kharif,Cotton,1379.9,684.8,29.81,58.57,7.71,90.69,25.74,44.72,50.11,1.084,1495.16
2004,Nashik,Western Maharashtra,Kharif,Sugarcane,492.28,537.03,24.92,68.43,6.88,159.81,44.44,54.98,59.02,44.773,22040.95
2014,Palghar,Konkan,Kharif,Sugarcane,1038.53,2101.12,30.01,61.12,7.0,183.85,68.53,43.63,66.73,56.687,58871.32
2002,Ahmednagar,Western Maharashtra,Kharif,Rice,217.85,551.8,27.89,58.61,6.91,117.47,39.18,30.11,50.0,2.664,580.3
2007,Raigad,Konkan,Rabi,Cotton,497.54,2811.94,22.75,52.98,7.29,74.29,41.11,21.76,50.0,0.443,220.64
2017,Gondia,Vidarbha,Rabi,Bajra,296.75,1323.64,22.83,66.3,7.32,75.25,32.18,13.97,50.0,0.343,101.84
2024,Wardha,Vidarbha,Kharif,Cotton,672.17,915.38,25.16,51.64,6.98,76.63,27.59,20.63,50.0,1.567,1053.29
2003,Aurangabad,Marathwada,Kharif,Jowar,1125.62,717.27,28.97,62.38,7.23,53.27,21.39,29.23,50.0,1.219,1371.57
2016,Palghar,Konkan,Rabi,Maize,460.72,2773.17,29.0,64.28,6.99,88.43,41.32,23.39,50.0,1.026,472.57
2016,Satara,Western Maharashtra,Kharif,Gram,1284.94,901.83,24.43,72.88,6.46,37.89,10.0,10.0,50.0,0.866,1113.14
2010,Ratnagiri,Konkan,Kharif,Maize,551.18,3594.0,24.9,75.36,6.1,75.52,33.22,29.09,50.0,1.04,573.45
2016,Jalna,Marathwada,Kharif,Maize,1604.02,586.49,29.67,62.96,7.41,84.02,46.7,31.1,50.0,1.477,2368.41
2002,Pune,Western Maharashtra,Kharif,Sugarcane,1059.91,873.98,27.2,72.11,6.47,166.4,64.6,34.15,50.0,54.645,57918.96
2004,Sindhudurg,Konkan,Kharif,Cotton,1375.07,2197.67,25.78,58.33,6.82,82.61,30.23,48.58,50.0,0.739,1016.01
2025,Aurangabad,Marathwada,Kharif,Cotton,1672.04,412.68,25.18,63.24,7.18,85.21,27.51,27.35,50.0,0.9,1505.28
2000,Raigad,Konkan,Kharif,Soybean,917.93,2721.86,27.59,60.89,6.42,66.32,46.49,11.22,50.0,0.88,807.39
2013,Kolhapur,Western Maharashtra,Kharif,Wheat,344.02,2287.86,25.36,64.38,6.38,76.16,53.54,27.77,50.0,0.872,300.08
2007,Buldhana,Vidarbha,Kharif,Soybean,998.88,920.39,27.62,71.35,7.05,65.22,33.3,10.0,50.0,1.784,1781.79
2006,Wardha,Vidarbha,Kharif,Rice,856.84,930.36,33.53,68.62,6.72,128.87,47.58,13.75,50.0,1.457,1248.58
2022,Ratnagiri,Konkan,Kharif,Rice,2787.18,3260.58,23.83,69.02,5.79,144.64,37.84,16.89,53.76,0.775,2161.07
2008,Solapur,Western Maharashtra,Kharif,Soybean,999.14,425.81,26.92,48.92,6.85,76.03,23.77,23.83,50.0,1.436,1434.66
2015,Raigad,Konkan,Kharif,Wheat,138.35,2084.39,27.12,51.66,6.46,76.07,37.74,10.41,50.0,0.616,85.23
2005,Amravati,Vidarbha,Kharif,Sugarcane,237.68,524.26,30.94,52.39,7.01,189.63,66.63,16.73,57.5,57.615,13694.27
2003,Raigad,Konkan,Rabi,Soybean,490.85,1676.84,29.98,76.44,6.43,50.19,12.63,17.07,50.0,0.581,285.4
2004,Buldhana,Vidarbha,Rabi,Onion,453.94,651.32,24.58,66.28,7.1,93.33,47.9,10.0,50.0,15.588,7076.17
2019,Kolhapur,Western Maharashtra,Rabi,Onion,426.77,1957.01,25.96,72.91,6.66,81.02,54.8,21.38,50.0,8.912,3803.34
2022,Sangli,Western Maharashtra,Kharif,Gram,815.73,772.64,22.67,65.87,6.99,34.1,48.84,14.21,50.0,0.789,643.58
2004,Latur,Marathwada,Kharif,Onion,365.51,613.24,30.38,69.99,7.18,73.17,37.61,10.35,50.0,6.393,2336.57
2015,Parbhani,Marathwada,Kharif,Sugarcane,1430.86,838.61,28.02,76.33,6.77,184.44,63.13,31.95,68.04,72.745,104087.75
2011,Satara,Western Maharashtra,Kharif,Sugarcane,636.46,822.7,24.13,50.35,6.85,197.95,50.92,38.4,50.0,47.457,30204.41
2001,Palghar,Konkan,Kharif,Wheat,2337.77,2811.9,26.46,60.14,6.06,83.8,53.95,28.28,56.12,0.643,1502.97
2015,Latur,Marathwada,Kharif,Cotton,1652.88,942.44,28.3,67.9,7.24,115.84,36.71,28.64,57.22,1.71,2827.11
2013,Parbhani,Marathwada,Rabi,Bajra,926.96,863.68,24.52,50.85,6.69,40.53,18.56,22.62,50.0,0.547,507.01
2001,Osmanabad,Marathwada,Kharif,Wheat,781.41,546.39,27.86,77.2,7.19,69.6,43.26,26.11,50.0,0.993,776.01
2018,Nanded,Marathwada,Rabi,Maize,1228.67,819.09,26.25,60.04,7.02,98.34,34.01,24.79,50.0,2.906,3571.03
2012,Yavatmal,Vidarbha,Kharif,Cotton,1092.33,983.42,28.3,63.57,7.09,105.95,28.48,22.46,50.0,1.683,1838.62
2010,Nanded,Marathwada,Kharif,Soybean,557.76,435.74,27.02,53.43,6.94,91.24,22.84,10.1,50.0,1.43,797.32
2008,Beed,Marathwada,Rabi,Jowar,4411.7,610.28,27.18,70.47,7.29,52.73,12.84,14.7,50.0,1.216,5365.85
2001,Osmanabad,Marathwada,Kharif,Wheat,446.31,728.93,23.62,68.22,7.49,86.54,42.8,31.78,50.0,1.753,782.27
2001,Parbhani,Marathwada,Kharif,Cotton,506.76,1024.66,30.73,66.45,7.2,98.38,28.57,36.57,50.0,1.613,817.22
2002,Satara,Western Maharashtra,Kharif,Cotton,636.75,838.61,24.08,65.44,6.35,95.35,42.47,28.94,53.18,1.435,914.05
2018,Nandurbar,Khandesh,Kharif,Gram,716.96,807.71,26.84,54.73,6.89,65.74,27.02,10.0,50.0,0.818,586.15
2017,Osmanabad,Marathwada,Rabi,Bajra,1060.68,853.06,23.45,67.44,7.9,53.26,10.0,10.25,50.0,0.2,212.14
2003,Gadchiroli,Vidarbha,Kharif,Wheat,1004.98,1682.72,28.32,70.06,6.03,60.08,50.33,10.0,50.0,0.354,356.16
2017,Buldhana,Vidarbha,Kharif,Onion,1029.76,777.56,29.34,68.52,7.13,68.81,29.29,13.87,50.0,7.017,7225.85
2015,Thane,Konkan,Kharif,Cotton,1697.68,1514.17,33.18,57.09,6.83,95.99,31.32,21.27,62.19,0.763,1295.18
2001,Pune,Western Maharashtra,Kharif,Cotton,1199.99,1024.85,24.15,68.48,6.23,59.39,38.18,20.29,50.0,1.432,1718.62
2018,Hingoli,Marathwada,Kharif,Soybean,2251.8,896.47,29.47,62.18,7.01,74.51,40.54,18.4,50.0,1.503,3385.16
2020,Ahmednagar,Western Maharashtra,Rabi,Gram,3453.75,503.24,30.57,65.06,7.94,27.11,18.11,20.03,50.0,0.2,690.75
2024,Dhule,Khandesh,Rabi,Onion,818.9,473.15,30.6,68.66,7.41,83.07,42.26,19.06,50.0,4.666,3821.07
2018,Aurangabad,Marathwada,Rabi,Jowar,1148.72,681.76,27.44,64.46,7.38,55.59,44.66,16.79,50.0,0.981,1126.65
2013,Solapur,Western Maharashtra,Kharif,Onion,559.15,685.23,31.32,62.73,7.4,96.79,35.33,30.41,50.0,4.338,2425.33
2007,Gondia,Vidarbha,Kharif,Rice,668.47,1199.37,22.7,52.73,6.54,147.66,58.94,25.36,56.9,2.092,1398.17
2005,Gondia,Vidarbha,Rabi,Cotton,574.34,1469.41,24.48,61.35,6.99,79.29,28.2,28.44,50.0,0.774,444.45
2011,Mumbai Suburban,Konkan,Kharif,Jowar,465.37,2439.48,28.99,60.16,6.57,90.16,28.12,14.68,50.0,0.663,308.4
2009,Mumbai Suburban,Konkan,Kharif,Soybean,769.05,3504.4,28.74,49.88,6.91,70.57,35.43,22.95,50.0,0.746,573.66
2004,Solapur,Western Maharashtra,Kharif,Bajra,1139.81,915.88,26.43,72.78,6.78,56.75,15.67,10.0,50.0,0.746,849.89
2019,Aurangabad,Marathwada,Kharif,Soybean,173.41,868.58,29.75,71.66,6.9,72.27,30.29,20.35,50.0,1.471,255.02
2009,Nashik,Western Maharashtra,Kharif,Bajra,855.18,657.55,26.29,53.0,6.01,61.11,30.19,12.6,50.0,0.703,601.2
2018,Gondia,Vidarbha,Kharif,Rice,1654.36,1150.28,24.51,76.44,6.52,125.08,51.3,22.84,50.0,2.932,4850.63
2007,Satara,Western Maharashtra,Kharif,Onion,724.41,1161.95,22.08,59.71,6.3,106.57,48.76,10.0,50.0,11.267,8162.12
2010,Pune,Western Maharashtra,Kharif,Cotton,917.27,883.57,24.48,69.35,6.67,85.75,41.11,10.45,57.94,1.815,1664.74
2012,Solapur,Western Maharashtra,Kharif,Onion,478.38,409.41,28.55,58.69,7.14,64.79,27.33,19.42,50.0,10.282,4918.62
2003,Jalna,Marathwada,Kharif,Maize,417.58,685.0,27.88,49.23,7.7,82.97,42.46,10.98,50.0,1.437,599.9
2010,Hingoli,Marathwada,Rabi,Jowar,281.95,974.1,29.54,72.6,6.5,54.56,19.96,28.73,50.0,0.979,276.01
2013,Solapur,Western Maharashtra,Kharif,Sugarcane,1027.07,613.99,28.83,79.01,7.6,173.66,68.18,18.23,50.0,27.089,27822.66
2006,Nagpur,Vidarbha,Rabi,Cotton,291.91,1073.4,24.63,65.73,7.01,111.01,35.07,20.78,50.0,1.517,442.76
2016,Jalgaon,Khandesh,Kharif,Maize,1198.09,658.76,26.73,62.81,7.23,84.2,45.86,12.6,50.0,2.349,2813.97
2004,Yavatmal,Vidarbha,Kharif,Gram,543.02,697.22,27.66,53.3,7.62,58.3,18.22,21.15,50.0,0.346,188.05
2014,Parbhani,Marathwada,Kharif,Bajra,2993.72,875.87,28.0,63.9,6.78,80.41,14.5,20.13,50.0,0.755,2259.97
2004,Ratnagiri,Konkan,Kharif,Cotton,300.02,3213.49,23.48,59.24,5.45,93.61,30.0,12.14,53.79,0.223,66.99
2003,Aurangabad,Marathwada,Kharif,Onion,1636.94,505.85,25.48,63.52,7.11,77.46,52.72,11.02,50.0,16.661,27273.17
2016,Solapur,Western Maharashtra,Rabi,Maize,921.63,339.6,25.68,58.81,7.25,86.12,45.39,10.0,50.0,1.779,1639.37
2001,Sindhudurg,Konkan,Kharif,Soybean,1768.68,4184.19,23.2,67.86,6.33,56.28,38.01,10.0,50.0,0.648,1145.52
2012,Pune,Western Maharashtra,Rabi,Gram,477.36,899.39,26.05,42.31,7.23,47.05,16.81,26.94,50.0,0.515,245.95
2004,Kolhapur,Western Maharashtra,Kharif,Sugarcane,874.1,1983.1,27.24,53.47,6.73,168.99,63.18,32.27,65.41,46.837,40940.31
2003,Amravati,Vidarbha,Kharif,Sugarcane,128.49,823.58,26.77,76.61,7.01,186.57,70.44,39.35,50.3,62.097,7978.95
2011,Sangli,Western Maharashtra,Rabi,Gram,1511.71,619.63,29.83,60.13,7.16,52.59,40.02,10.0,50.0,0.345,520.92
2011,Jalna,Marathwada,Kharif,Jowar,768.2,758.27,29.91,61.62,7.32,82.71,48.9,28.91,50.0,1.158,889.88
2019,Buldhana,Vidarbha,Kharif,Jowar,2776.05,899.75,24.49,62.82,7.13,94.86,25.77,12.01,50.0,0.764,2121.84
2023,Gadchiroli,Vidarbha,Rabi,Gram,1443.64,1468.99,23.57,63.61,6.52,57.69,43.4,19.66,50.0,0.499,720.65
2015,Nanded,Marathwada,Rabi,Sugarcane,2500.52,682.36,24.91,61.55,6.58,132.85,49.56,29.34,53.46,44.832,112103.71
2024,Osmanabad,Marathwada,Kharif,Onion,1101.85,643.95,25.66,61.39,6.93,82.55,37.64,10.0,50.0,16.372,18039.44
2016,Gadchiroli,Vidarbha,Kharif,Soybean,1554.45,1320.16,24.63,54.67,5.93,64.62,40.67,11.66,50.88,0.866,1346.13
2025,Ahmednagar,Western Maharashtra,Rabi,Soybean,1456.51,454.77,21.37,55.83,7.0,72.27,37.75,35.85,50.0,0.921,1341.37
2017,Latur,Marathwada,Rabi,Sugarcane,1835.33,647.17,26.13,54.75,6.75,160.75,45.0,32.66,53.6,57.034,104675.92
2013,Sindhudurg,Konkan,Rabi,Wheat,205.44,2920.12,27.29,67.33,6.17,96.19,45.08,34.51,50.0,0.634,130.33
2009,Mumbai Suburban,Konkan,Kharif,Bajra,2729.66,2215.95,26.23,65.26,6.95,46.59,36.09,10.0,50.0,0.636,1735.41
2021,Pune,Western Maharashtra,Kharif,Bajra,361.9,827.24,19.96,55.26,6.78,49.65,27.47,28.55,50.0,0.244,88.48
2011,Beed,Marathwada,Rabi,Bajra,653.02,895.92,23.07,66.29,7.3,43.28,34.0,24.76,50.0,0.375,244.85
2013,Beed,Marathwada,Rabi,Gram,1168.6,575.18,28.56,67.41,6.87,29.24,10.0,25.4,50.0,0.389,455.1
2006,Nanded,Marathwada,Kharif,Bajra,1054.29,1009.77,25.33,60.45,7.06,97.86,28.01,34.28,50.0,0.555,585.11
2021,Nashik,Western Maharashtra,Kharif,Wheat,300.4,1014.14,25.94,46.08,6.68,89.81,42.63,33.58,50.0,1.125,337.84
2018,Osmanabad,Marathwada,Kharif,Gram,219.29,528.42,28.19,59.74,6.66,25.21,25.12,38.77,50.0,0.37,81.13
2012,Sangli,Western Maharashtra,Kharif,Cotton,791.45,750.65,25.06,68.57,7.3,83.29,30.74,30.3,50.0,1.5,1187.44
2022,Buldhana,Vidarbha,Kharif,Soybean,136.52,606.89,25.75,59.48,7.12,64.2,34.83,19.52,50.0,1.868,255.0
2016,Chandrapur,Vidarbha,Kharif,Onion,665.44,836.18,26.46,52.07,7.21,71.21,47.58,12.19,50.0,15.25,10147.99
2007,Nashik,Western Maharashtra,Kharif,Cotton,920.77,570.56,23.71,45.5,6.54,59.78,24.82,44.41,50.0,1.138,1047.39
2006,Raigad,Konkan,Kharif,Jowar,3686.59,2476.23,28.91,69.08,6.82,53.94,30.25,16.14,50.0,0.552,2036.38
